,f1,accuracy,recall,precision,confusion matrix
0,0.764,0.764,0.764,0.764,"[[ 30   3   0   9   0]
 [ 43 336  13  15   4]
 [ 51 121 919  32  25]
 [ 56  29   7 226  49]
 [  7   1   1   6  17]]"
1,0.736,0.736,0.736,0.736,"[[ 26   1   2  11   2]
 [ 55 321  16  18   2]
 [ 51 119 899  43  35]
 [ 69  32   5 211  50]
 [  6   0   1  10  15]]"
2,0.7615,0.7615,0.7615,0.7615,"[[ 27   3   0  11   1]
 [ 44 331  15  18   3]
 [ 33 113 918  43  40]
 [ 61  24   3 231  49]
 [  6   1   3   6  16]]"
3,0.765,0.765,0.765,0.765,"[[ 33   0   0   6   4]
 [ 35 338  20  15   3]
 [ 45 113 916  38  35]
 [ 58  30   0 227  52]
 [  7   0   0   9  16]]"
4,0.7655,0.7655,0.7655,0.7655,"[[ 26   1   0  14   1]
 [ 43 334  16  15   3]
 [ 44  99 945  28  31]
 [ 69  30   6 207  55]
 [  5   0   1   8  19]]"
