,f1,accuracy,recall,precision,confusion matrix
0,0.574,0.574,0.574,0.574,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
1,0.5735,0.5735,0.5735,0.5735,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
2,0.5735,0.5735,0.5735,0.5735,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
3,0.5735,0.5735,0.5735,0.5735,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
4,0.5735,0.5735,0.5735,0.5735,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
