,perplexity,coherence,homogeneity,completeness,silhouette,time,train time,test time,evaluation time,topic words,numClusters,numTopics,numAbstracts,preprocessing?
2,"[1130.8320761785878, 1128.6456335784492, 1138.7411878009693, 1129.939820548919, 1131.2110491930239]","[-0.6080964161528383, -0.6092839421577456, -0.5382861013324636, -0.5868274016218895, -0.6012094009096832]","[0.31573555922426005, 0.29928490258280754, 0.22977012899988117, 0.31622244406063027, 0.2956643866102101]","[0.5397800826122626, 0.5138525857013211, 0.44044917359708124, 0.5406618614481096, 0.5066668220531739]","[0.049707986, 0.04854287, 0.057703596, 0.049406618, 0.049200192]","[254.13914067701262, 275.59272924700053, 255.131688458001, 286.7845315769955, 248.47861779399682]","[247.76642385601008, 269.2333254529949, 248.63366854500782, 280.107991330995, 242.21849233898683]","[2.604677208000794, 2.5830668800044805, 2.804192857001908, 2.7918627050094074, 2.633309282013215]","[3.7680364830011968, 3.776333774003433, 3.693822615998215, 3.8846741009911057, 3.6268133929988835]","[{0: ['for', 'that', 'this', 'of', 'the', 'on', 'with', 'are', 'by', 'an', 'as'], 1: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'are', 'by', 'on', 'at', 'from']}, {0: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'are', 'by', 'at', 'on', 'from'], 1: ['for', 'that', 'of', 'the', 'this', 'on', 'with', 'are', 'by', 'an', 'as']}, {0: ['of', 'the', 'for', 'that', 'with', 'in', 'the', 'are', 'by', 'on', 'this', 'as'], 1: ['for', 'that', 'on', 'this', 'of', 'the', 'with', 'as', 'are', 'by', 'an']}, {0: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'are', 'by', 'on', 'at', 'as'], 1: ['for', 'that', 'this', 'on', 'of', 'the', 'with', 'are', 'by', 'as', 'an']}, {0: ['for', 'that', 'of', 'the', 'this', 'on', 'with', 'are', 'by', 'an', 'as'], 1: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'are', 'by', 'at', 'on', 'as']}]",2,8,40000,False
4,"[1069.729784063252, 1057.5152456323922, 1056.501916179671, 1057.4033117000738, 1061.2601790014478]","[-0.6902346002740368, -0.6447127508552534, -0.6493374996006296, -0.6449012909399829, -0.6624120303768848]","[0.43858938915241796, 0.4339311154189768, 0.43745225914629754, 0.4460263956471259, 0.4426602369720564]","[0.37603544719757803, 0.37315389761729234, 0.3782731418264993, 0.38459389409802447, 0.38114851039334885]","[0.031411204, 0.04304431, 0.043997925, 0.043889794, 0.042743012]","[186.86504063400207, 230.51665297900036, 256.6909462429903, 216.03663148100895, 233.2592255530035]","[180.1981899079983, 223.98410610899737, 250.22942059898924, 209.42928547201154, 227.00362859100278]","[2.7670240979932714, 2.685059594004997, 2.7661124050064245, 2.723715407992131, 2.6011701419920428]","[3.8998216680047335, 3.8474826159945223, 3.6954108189966064, 3.8836273409979185, 3.654423800006043]","[{0: ['of', 'the', 'with', 'that', 'for', 'in', 'the', 'by', 'are', 'at', 'from', 'on'], 1: ['of', 'the', 'for', 'that', 'with', 'in', 'the', 'quantum', 'are', 'model', 'by', 'as'], 2: ['for', 'of', 'the', 'that', 'this', 'with', 'on', 'are', 'by', 'an', 'as'], 3: ['for', 'that', 'on', 'this', 'with', 'of', 'the', 'as', 'are', 'data', 'by']}, {0: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'are', 'from', 'at', 'by', 'on'], 1: ['of', 'the', 'for', 'that', 'with', 'in', 'the', 'by', 'are', 'on', 'quantum', 'as'], 2: ['for', 'of', 'the', 'that', 'this', 'with', 'on', 'are', 'by', 'an', 'in', 'the'], 3: ['for', 'that', 'on', 'this', 'with', 'of', 'the', 'as', 'are', 'by', 'an']}, {0: ['of', 'the', 'for', 'that', 'in', 'the', 'with', 'by', 'are', 'on', 'quantum', 'as'], 1: ['for', 'of', 'the', 'that', 'this', 'with', 'on', 'are', 'by', 'an', 'as'], 2: ['for', 'that', 'on', 'this', 'with', 'of', 'the', 'as', 'are', 'by', 'an'], 3: ['of', 'the', 'with', 'that', 'for', 'in', 'the', 'are', 'from', 'at', 'by', 'on']}, {0: ['for', 'that', 'on', 'this', 'with', 'of', 'the', 'as', 'are', 'by', 'an'], 1: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'at', 'from', 'are', 'by', 'on'], 2: ['for', 'of', 'the', 'that', 'this', 'with', 'on', 'are', 'an', 'by', 'as'], 3: ['of', 'the', 'for', 'that', 'with', 'in', 'the', 'by', 'are', 'on', 'as', 'quantum']}, {0: ['of', 'the', 'for', 'that', 'with', 'in', 'the', 'by', 'are', 'on', 'as', 'quantum'], 1: ['for', 'that', 'of', 'the', 'this', 'with', 'on', 'are', 'by', 'an', 'as'], 2: ['of', 'the', 'with', 'for', 'that', 'are', 'in', 'the', 'at', 'from', 'by', 'on'], 3: ['for', 'on', 'that', 'this', 'with', 'of', 'the', 'as', 'are', 'by', 'an']}]",4,8,40000,False
6,"[1054.2891281946606, 1061.5303637234206, 1051.1913676404272, 1062.4105019106942, 1062.9359235249053]","[-0.699691089797422, -0.6475644403817724, -0.7310051929567701, -0.655386967249806, -0.7387085127420172]","[0.44791832487559174, 0.45642573104763406, 0.4339195231314885, 0.4406318079595648, 0.4249821059925118]","[0.3037710328969726, 0.31246426620886747, 0.29485974402684695, 0.30279953519098257, 0.3010223017664334]","[0.019646648, 0.023793655, 0.022593945, 0.01895281, 0.024691712]","[159.55631940699823, 160.1722549219994, 172.7503518809972, 140.83337138599018, 160.36624323599972]","[152.72319703600078, 153.43894393400114, 166.22519908800314, 134.0715063569951, 153.86462256599043]","[2.802326703007566, 2.876859494994278, 2.7507383599877357, 2.7820621610007947, 2.7127147250139387]","[4.0307917979953345, 3.8564471830031835, 3.7744114430097397, 3.9797984680044465, 3.7889036949927686]","[{0: ['that', 'for', 'of', 'the', 'this', 'with', 'on', 'an', 'are', 'by', 'be'], 1: ['of', 'the', 'for', 'with', 'on', 'are', 'in', 'the', 'by', 'this', 'for', 'the', 'that'], 2: ['of', 'the', 'with', 'that', 'for', 'in', 'the', 'from', 'are', 'by', 'at', 'on'], 3: ['of', 'the', 'that', 'with', 'by', 'for', 'in', 'the', 'are', 'as', 'on', 'magnetic'], 4: ['of', 'the', 'for', 'with', 'are', 'in', 'the', 'at', 'that', 'on', 'model', 'from'], 5: ['for', 'on', 'that', 'this', 'with', 'as', 'of', 'the', 'are', 'data', 'by']}, {0: ['for', 'that', 'of', 'the', 'this', 'on', 'with', 'are', 'an', 'by', 'be'], 1: ['of', 'the', 'with', 'for', 'that', 'from', 'at', 'in', 'the', 'are', 'by', 'on'], 2: ['that', 'of', 'the', 'quantum', 'by', 'with', 'for', 'this', 'on', 'be', 'as'], 3: ['of', 'the', 'that', 'in', 'the', 'with', 'for', 'by', 'this', 'are', 'model', 'to', 'the'], 4: ['of', 'the', 'for', 'are', 'with', 'in', 'the', 'as', 'on', 'by', 'for', 'the', 'an'], 5: ['for', 'on', 'that', 'this', 'with', 'of', 'the', 'as', 'are', 'data', 'by']}, {0: ['that', 'of', 'the', 'for', 'this', 'with', 'on', 'are', 'by', 'an', 'as'], 1: ['for', 'that', 'on', 'this', 'with', 'as', 'data', 'of', 'the', 'by', 'are'], 2: ['of', 'the', 'with', 'that', 'for', 'from', 'in', 'the', 'are', 'by', 'at', 'on'], 3: ['for', 'of', 'the', 'this', 'are', 'with', 'on', 'an', 'that', 'as', 'method'], 4: ['of', 'the', 'with', 'by', 'for', 'that', 'in', 'the', 'on', 'are', 'as', 'field'], 5: ['of', 'the', 'for', 'with', 'in', 'the', 'that', 'are', 'at', 'model', 'energy', 'by']}, {0: ['that', 'for', 'of', 'the', 'this', 'on', 'with', 'an', 'by', 'are', 'be'], 1: ['of', 'the', 'by', 'that', 'with', 'for', 'in', 'the', 'quantum', 'on', 'are', 'as'], 2: ['of', 'the', 'that', 'with', 'in', 'the', 'are', 'for', 'by', 'from', 'as', 'be'], 3: ['for', 'that', 'on', 'this', 'with', 'as', 'of', 'the', 'are', 'by', 'an'], 4: ['for', 'with', 'of', 'the', 'at', 'data', 'from', 'on', 'are', 'by', 'this'], 5: ['of', 'the', 'for', 'with', 'are', 'in', 'the', 'on', 'for', 'the', 'model', 'by', 'to', 'the']}, {0: ['for', 'that', 'of', 'the', 'this', 'with', 'on', 'are', 'by', 'an', 'in', 'the'], 1: ['with', 'of', 'the', 'that', 'for', 'in', 'the', 'are', 'from', 'at', 'by', 'on'], 2: ['for', 'that', 'on', 'this', 'with', 'of', 'the', 'as', 'are', 'by', 'an'], 3: ['of', 'the', 'for', 'as', 'with', 'on', 'are', 'by', 'this', 'in', 'the', 'from'], 4: ['of', 'the', 'for', 'with', 'that', 'at', 'in', 'the', 'are', 'be', 'model', 'mass'], 5: ['of', 'the', 'for', 'with', 'that', 'in', 'the', 'by', 'quantum', 'are', 'on', 'field']}]",6,8,40000,False
8,"[1058.8030749907496, 1069.9127295579674, 1059.4722247433967, 1053.3168285148959, 1072.9689191889297]","[-0.8234801897202728, -0.7813290461009759, -0.8866567866392724, -0.809469616723419, -0.8526590275248362]","[0.4521203209627044, 0.4388585282313791, 0.4320143676306115, 0.4648014497563355, 0.4443030061571608]","[0.2688914115560203, 0.2625255206924703, 0.2520459609899422, 0.2685333219300943, 0.2638579243028436]","[0.014371951, 0.020243535, 0.010198549, 0.012506709, 0.015909268]","[115.17263660499884, 124.07530337000208, 113.54829550099385, 100.94343648600625, 108.97394162400451]","[108.52174954800284, 117.12870994900004, 106.44231836700055, 93.96910858699994, 102.02544411701092]","[2.768228390996228, 2.8974015670100925, 2.911706368002342, 2.8970876460080035, 2.860216255998239]","[3.8826558260043385, 4.049187753989827, 4.194267825994757, 4.077236283003003, 4.0882784809946315]","[{0: ['for', 'on', 'this', 'that', 'with', 'of', 'the', 'data', 'as', 'an', 'by'], 1: ['of', 'the', 'that', 'for', 'in', 'the', 'on', 'with', 'show', 'that', 'the', 'show', 'that', 'on', 'the'], 2: ['that', 'this', 'as', 'are', 'for', 'be', 'on', 'can', 'of', 'the', 'by'], 3: ['of', 'the', 'with', 'that', 'for', 'from', 'in', 'the', 'are', 'at', 'by', 'on'], 4: ['of', 'the', 'with', 'by', 'for', 'that', 'in', 'the', 'magnetic', 'phase', 'spin', 'on'], 5: ['of', 'the', 'for', 'are', 'with', 'quantum', 'in', 'the', 'this', 'by', 'theory', 'that'], 6: ['that', 'for', 'of', 'the', 'this', 'with', 'on', 'an', 'by', 'are', 'be'], 7: ['of', 'the', 'for', 'with', 'are', 'at', 'in', 'the', 'energy', 'on', 'model', 'from']}, {0: ['of', 'the', 'with', 'for', 'from', 'that', 'in', 'the', 'at', 'are', 'by', 'mass'], 1: ['for', 'this', 'as', 'are', 'of', 'the', 'on', 'with', 'be', 'an', 'paper'], 2: ['for', 'on', 'that', 'with', 'of', 'the', 'this', 'data', 'our', 'model', 'by'], 3: ['that', 'on', 'are', 'with', 'of', 'the', 'for', 'on', 'the', 'by', 'this', 'model'], 4: ['for', 'that', 'of', 'the', 'this', 'with', 'on', 'an', 'are', 'by', 'which'], 5: ['of', 'the', 'quantum', 'time', 'for', 'that', 'system', 'by', 'this', 'in', 'the', 'with'], 6: ['of', 'the', 'for', 'with', 'in', 'the', 'are', 'by', 'field', 'at', 'energy', 'that'], 7: ['that', 'by', 'for', 'can', 'of', 'the', 'be', 'with', 'show', 'can', 'be', 'an']}, {0: ['on', 'for', 'that', 'this', 'with', 'of', 'the', 'data', 'our', 'by', 'learning'], 1: ['for', 'as', 'of', 'the', 'are', 'with', 'method', 'this', 'an', 'on', 'used'], 2: ['that', 'for', 'of', 'the', 'show', 'be', 'can', 'show', 'that', 'this', 'we', 'show', 'by'], 3: ['for', 'this', 'of', 'the', 'paper', 'this', 'paper', 'in', 'this', 'on', 'in', 'this', 'paper', 'with', 'by'], 4: ['of', 'the', 'for', 'with', 'in', 'the', 'are', 'at', 'model', 'on', 'mass', 'energy'], 5: ['of', 'the', 'that', 'for', 'with', 'on', 'are', 'an', 'by', 'this', 'theory'], 6: ['of', 'the', 'with', 'for', 'in', 'the', 'by', 'that', 'are', 'on', 'field', 'as'], 7: ['of', 'the', 'with', 'that', 'for', 'in', 'the', 'from', 'are', 'at', 'by', 'on']}, {0: ['that', 'for', 'of', 'the', 'this', 'with', 'on', 'an', 'are', 'by', 'be'], 1: ['for', 'on', 'that', 'this', 'with', 'data', 'our', 'of', 'the', 'based', 'model'], 2: ['of', 'the', 'quantum', 'theory', 'are', 'for', 'that', 'this', 'in', 'the', 'with', 'by'], 3: ['with', 'of', 'the', 'that', 'for', 'from', 'in', 'the', 'are', 'at', 'by', 'on'], 4: ['for', 'as', 'that', 'this', 'be', 'are', 'of', 'the', 'on', 'can', 'by'], 5: ['of', 'the', 'with', 'for', 'by', 'that', 'in', 'the', 'magnetic', 'on', 'field', 'at'], 6: ['of', 'the', 'for', 'with', 'in', 'the', 'at', 'are', 'that', 'mass', 'from', 'energy'], 7: ['of', 'the', 'for', 'with', 'that', 'on', 'time', 'by', 'system', 'an', 'for', 'the']}, {0: ['be', 'that', 'can', 'this', 'quantum', 'for', 'can', 'be', 'as', 'of', 'the', 'are'], 1: ['of', 'the', 'for', 'are', 'with', 'in', 'the', 'by', 'time', 'that', 'this', 'for', 'the'], 2: ['of', 'the', 'with', 'by', 'that', 'in', 'the', 'for', 'spin', 'at', 'magnetic', 'as'], 3: ['for', 'on', 'this', 'with', 'that', 'of', 'the', 'data', 'by', 'our', 'as'], 4: ['for', 'of', 'the', 'as', 'with', 'for', 'the', 'in', 'the', 'theory', 'which', 'are', 'on'], 5: ['that', 'for', 'of', 'the', 'this', 'with', 'on', 'an', 'by', 'are', 'show'], 6: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'at', 'are', 'from', 'by', 'mass'], 7: ['on', 'that', 'model', 'of', 'the', 'models', 'for', 'on', 'the', 'this', 'are', 'based']}]",8,8,40000,False
10,"[1076.8667567219254, 1070.0806905721504, 1068.9313633034265, 1081.475074871188, 1076.3391417427335]","[-0.9763228680390179, -0.8583277831934619, -1.0089904779180547, -0.8499062066470776, -0.8283016251285662]","[0.4768732966138724, 0.4689079400707783, 0.4593671615486124, 0.4651872451321873, 0.45480953343190134]","[0.26462024717133603, 0.2537059014201347, 0.24651972905708674, 0.2482946083811054, 0.2482959810725036]","[0.011447759, 0.010889451, 0.006092672, 0.0043541347, 0.014058546]","[112.39111537698773, 106.05991942700348, 111.64439760000096, 117.19608868700743, 110.70789502499974]","[105.29195187699224, 99.04284911700233, 104.81040955599747, 110.1473362550023, 103.70608856799663]","[2.946660122004687, 2.9225824269960867, 2.855767350993119, 2.9991281870024977, 2.8869599610043224]","[4.152498568000738, 4.0944843830075115, 3.9782177730085095, 4.049621744998149, 4.11484367599769]","[{0: ['of', 'the', 'for', 'theory', 'in', 'the', 'are', 'with', 'that', 'this', 'by', 'field'], 1: ['for', 'on', 'this', 'that', 'with', 'of', 'the', 'data', 'our', 'an', 'as'], 2: ['that', 'can', 'show', 'be', 'for', 'show', 'that', 'this', 'we', 'show', 'can', 'be', 'quantum'], 3: ['for', 'of', 'the', 'with', 'at', 'are', 'from', 'energy', 'by', 'in', 'the', 'on'], 4: ['of', 'the', 'with', 'by', 'in', 'the', 'that', 'for', 'magnetic', 'spin', 'field', 'phase'], 5: ['of', 'the', 'with', 'that', 'in', 'the', 'from', 'for', 'are', 'at', 'by', 'mass'], 6: ['for', 'of', 'the', 'that', 'with', 'this', 'on', 'an', 'are', 'by', 'which'], 7: ['model', 'of', 'the', 'for', 'with', 'in', 'the', 'that', 'are', 'mass', 'models', 'from'], 8: ['that', 'this', 'it', 'be', 'for', 'are', 'of', 'the', 'has', 'in', 'the', 'with'], 9: ['on', 'as', 'of', 'the', 'for', 'on', 'the', 'are', 'well', 'as', 'well', 'well', 'as', 'as', 'well', 'as']}, {0: ['of', 'the', 'for', 'quantum', 'theory', 'with', 'in', 'the', 'this', 'that', 'by', 'are'], 1: ['that', 'for', 'of', 'the', 'this', 'on', 'with', 'an', 'by', 'are', 'be'], 2: ['of', 'the', 'that', 'by', 'with', 'on', 'in', 'the', 'for', 'phase', 'that', 'the', 'as'], 3: ['for', 'on', 'that', 'this', 'with', 'as', 'of', 'the', 'data', 'our', 'an'], 4: ['of', 'the', 'with', 'that', 'in', 'the', 'for', 'from', 'are', 'mass', 'star', 'by'], 5: ['of', 'the', 'with', 'by', 'magnetic', 'for', 'spin', 'in', 'the', 'field', 'that', 'are'], 6: ['of', 'the', 'that', 'this', 'number', 'in', 'the', 'number', 'of', 'are', 'on', 'by', 'time'], 7: ['for', 'are', 'of', 'the', 'with', 'method', 'by', 'on', 'for', 'the', 'this', 'as'], 8: ['with', 'of', 'the', 'for', 'at', 'that', 'from', 'by', 'this', 'in', 'the', 'be'], 9: ['of', 'the', 'for', 'with', 'are', 'at', 'in', 'the', 'model', 'on', 'from', 'mass']}, {0: ['of', 'the', 'for', 'with', 'that', 'in', 'the', 'by', 'are', 'equation', 'for', 'the', 'it'], 1: ['of', 'the', 'with', 'that', 'from', 'for', 'in', 'the', 'are', 'by', 'at', 'this'], 2: ['that', 'be', 'this', 'quantum', 'can', 'as', 'are', 'it', 'for', 'by'], 3: ['of', 'the', 'for', 'as', 'are', 'with', 'this', 'on', 'terms', 'terms', 'of', 'in', 'terms'], 4: ['of', 'the', 'with', 'that', 'mass', 'for', 'in', 'the', 'galaxies', 'are', 'from', 'star'], 5: ['of', 'the', 'for', 'with', 'at', 'in', 'the', 'are', 'model', 'energy', 'on', 'from'], 6: ['of', 'the', 'with', 'by', 'for', 'in', 'the', 'that', 'on', 'magnetic', 'phase', 'field'], 7: ['for', 'method', 'this', 'on', 'of', 'the', 'model', 'are', 'with', 'based', 'used'], 8: ['for', 'on', 'that', 'with', 'this', 'of', 'the', 'data', 'our', 'as', 'by'], 9: ['that', 'for', 'of', 'the', 'this', 'on', 'with', 'an', 'by', 'show', 'are']}, {0: ['for', 'of', 'the', 'are', 'be', 'at', 'in', 'the', 'with', 'can', 'on', 'that'], 1: ['of', 'the', 'theory', 'this', 'in', 'the', 'for', 'on', 'case', 'with', 'as', 'that'], 2: ['that', 'for', 'of', 'the', 'this', 'on', 'with', 'are', 'an', 'by', 'which'], 3: ['for', 'method', 'of', 'the', 'with', 'on', 'this', 'that', 'proposed', 'based', 'algorithm'], 4: ['that', 'of', 'the', 'with', 'for', 'in', 'the', 'by', 'spin', 'on', 'at', 'that', 'the'], 5: ['of', 'the', 'quantum', 'for', 'by', 'are', 'with', 'system', 'in', 'the', 'that', 'two'], 6: ['that', 'on', 'for', 'this', 'with', 'data', 'as', 'by', 'are', 'our'], 7: ['of', 'the', 'with', 'energy', 'by', 'in', 'the', 'for', 'on', 'at', 'that', 'field'], 8: ['for', 'as', 'of', 'the', 'this', 'are', 'that', 'with', 'well', 'model', 'for', 'the'], 9: ['of', 'the', 'with', 'that', 'for', 'from', 'in', 'the', 'are', 'at', 'by', 'mass']}, {0: ['of', 'the', 'for', 'in', 'the', 'model', 'that', 'by', 'with', 'on', 'this', 'as'], 1: ['for', 'of', 'the', 'data', 'on', 'this', 'that', 'method', 'with', 'distribution', 'are'], 2: ['for', 'of', 'the', 'with', 'that', 'on', 'this', 'are', 'an', 'by', 'in', 'the'], 3: ['of', 'the', 'with', 'for', 'that', 'in', 'the', 'from', 'at', 'are', 'by', 'on'], 4: ['of', 'the', 'for', 'are', 'with', 'at', 'in', 'the', 'energy', 'on', 'for', 'the', 'by'], 5: ['paper', 'this', 'paper', 'this', 'in', 'this', 'paper', 'in', 'this', 'paper', 'we', 'this', 'paper', 'we', 'that', 'by', 'for'], 6: ['for', 'on', 'with', 'that', 'this', 'of', 'the', 'our', 'by', 'based', 'learning'], 7: ['that', 'as', 'be', 'are', 'show', 'this', 'show', 'that', 'can', 'we', 'show', 'for'], 8: ['for', 'problem', 'of', 'the', 'on', 'with', 'that', 'number', 'an', 'algorithm', 'number', 'of'], 9: ['of', 'the', 'quantum', 'with', 'by', 'for', 'that', 'in', 'the', 'spin', 'on', 'an']}]",10,8,40000,False
12,"[1097.7313054452095, 1078.710905078325, 1078.2144951552211, 1080.2405511580562, 1084.9904001066514]","[-1.0064004190286404, -0.891173398199483, -0.9988542833401524, -0.9525641829158383, -0.9916685686558288]","[0.4694947629329637, 0.46705659337892874, 0.4595225834074044, 0.49438442404372973, 0.47532603920566546]","[0.23513741003589939, 0.23191079900223147, 0.22971372654745723, 0.2516443593470232, 0.23438628542917186]","[0.0021710447, 0.0072240173, 0.0059488695, 0.010172396, 0.00041433223]","[119.14571226900443, 106.20553893099714, 116.38302538800053, 107.75568093299808, 108.98293942499731]","[112.17078037800093, 99.1611530049995, 109.52956007499597, 100.99039633199573, 101.96817586300313]","[2.9059602479974274, 2.887182712001959, 2.9163432640052633, 2.822831284007407, 2.8543533159972867]","[4.068968413004768, 4.157199493987719, 3.937118289002683, 3.9424495869898237, 4.160406266004429]","[{0: ['of', 'the', 'for', 'in', 'the', 'model', 'with', 'are', 'on', 'by', 'two', 'theory'], 1: ['method', 'for', 'of', 'the', 'on', 'with', 'based', 'this', 'by', 'proposed', 'are'], 2: ['of', 'the', 'that', 'for', 'number', 'terms', 'show', 'with', 'terms', 'of', 'in', 'terms', 'in', 'terms', 'of'], 3: ['for', 'that', 'of', 'the', 'with', 'this', 'on', 'are', 'an', 'by', 'group'], 4: ['of', 'the', 'with', 'by', 'for', 'that', 'magnetic', 'as', 'in', 'the', 'at', 'are'], 5: ['this', 'that', 'for', 'be', 'can', 'on', 'of', 'the', 'paper', 'are', 'can', 'be'], 6: ['of', 'the', 'that', 'with', 'for', 'are', 'in', 'the', 'from', 'as', 'have', 'by'], 7: ['that', 'it', 'quantum', 'it', 'is', 'be', 'for', 'shown', 'this', 'of', 'the', 'with'], 8: ['of', 'the', 'for', 'time', 'system', 'with', 'are', 'equations', 'on', 'equation', 'solutions'], 9: ['of', 'the', 'with', 'at', 'for', 'from', 'in', 'the', 'that', 'mass', 'are', 'by'], 10: ['of', 'the', 'as', 'that', 'black', 'with', 'find', 'in', 'the', 'for', 'we', 'find', 'by'], 11: ['for', 'on', 'that', 'this', 'with', 'data', 'as', 'our', 'model', 'are']}, {0: ['quantum', 'of', 'the', 'magnetic', 'spin', 'with', 'field', 'by', 'in', 'the', 'that', 'phase'], 1: ['with', 'of', 'the', 'for', 'by', 'on', 'as', 'that', 'at', 'an', 'high'], 2: ['of', 'the', 'for', 'are', 'with', 'in', 'the', 'at', 'for', 'the', 'energy', 'on', 'by'], 3: ['for', 'on', 'that', 'this', 'with', 'data', 'as', 'our', 'learning', 'of', 'the'], 4: ['for', 'this', 'of', 'the', 'are', 'as', 'that', 'be', 'with', 'paper', 'which'], 5: ['of', 'the', 'with', 'that', 'from', 'for', 'in', 'the', 'are', 'at', 'by', 'mass'], 6: ['that', 'for', 'of', 'the', 'with', 'on', 'this', 'an', 'by', 'are', 'be'], 7: ['of', 'the', 'that', 'show', 'for', 'by', 'show', 'that', 'we', 'show', 'in', 'the', 'on', 'that', 'the'], 8: ['that', 'of', 'the', 'be', 'model', 'for', 'with', 'at', 'in', 'the', 'find', 'matter'], 9: ['model', 'for', 'of', 'the', 'this', 'that', 'on', 'models', 'are', 'by', 'work'], 10: ['of', 'the', 'theory', 'on', 'in', 'the', 'are', 'with', 'discuss', 'as', 'for', 'this'], 11: ['for', 'that', 'problem', 'algorithm', 'with', 'of', 'the', 'on', 'an', 'this', 'by']}, {0: ['of', 'the', 'that', 'it', 'for', 'it', 'is', 'shown', 'by', 'that', 'the', 'are', 'with'], 1: ['of', 'the', 'that', 'with', 'in', 'the', 'theory', 'as', 'for', 'model', 'are', 'field'], 2: ['on', 'for', 'that', 'with', 'learning', 'this', 'model', 'network', 'our', 'of', 'the'], 3: ['of', 'the', 'for', 'with', 'model', 'by', 'on', 'phase', 'two', 'are', 'equation'], 4: ['of', 'the', 'for', 'with', 'on', 'by', 'this', 'as', 'proposed', 'are', 'method'], 5: ['for', 'that', 'this', 'can', 'on', 'be', 'an', 'with', 'data', 'as'], 6: ['are', 'as', 'for', 'of', 'the', 'this', 'quantum', 'terms', 'terms', 'of', 'in', 'terms', 'in', 'terms', 'of'], 7: ['that', 'of', 'the', 'by', 'with', 'quantum', 'for', 'in', 'the', 'can', 'on', 'be'], 8: ['of', 'the', 'in', 'the', 'for', 'with', 'are', 'spin', 'energy', 'to', 'the', 'on', 'by'], 9: ['of', 'the', 'with', 'that', 'in', 'the', 'from', 'are', 'for', 'at', 'by', 'on'], 10: ['for', 'with', 'of', 'the', 'at', 'data', 'from', 'are', 'on', 'by', 'energy'], 11: ['that', 'for', 'of', 'the', 'this', 'on', 'with', 'an', 'by', 'are', 'show']}, {0: ['of', 'the', 'for', 'with', 'at', 'are', 'in', 'the', 'energy', 'from', 'on', 'mass'], 1: ['for', 'that', 'method', 'of', 'the', 'algorithm', 'with', 'number', 'are', 'number', 'of', 'an'], 2: ['quantum', 'this', 'by', 'state', 'of', 'the', 'that', 'system', 'states', 'information', 'an'], 3: ['of', 'the', 'in', 'the', 'for', 'theory', 'are', 'with', 'by', 'field', 'that', 'model'], 4: ['that', 'of', 'the', 'spin', 'show', 'for', 'phase', 'show', 'that', 'we', 'show', 'on', 'we', 'show', 'that'], 5: ['of', 'the', 'on', 'for', 'model', 'with', 'based', 'on', 'the', 'this', 'based', 'on', 'are'], 6: ['for', 'on', 'this', 'that', 'with', 'data', 'of', 'the', 'our', 'as', 'are'], 7: ['for', 'that', 'of', 'the', 'this', 'with', 'on', 'an', 'are', 'by', 'which'], 8: ['of', 'the', 'with', 'by', 'magnetic', 'in', 'the', 'that', 'field', 'for', 'at', 'on'], 9: ['of', 'the', 'with', 'that', 'from', 'for', 'in', 'the', 'are', 'at', 'mass', 'by'], 10: ['that', 'be', 'can', 'this', 'it', 'can', 'be', 'as', 'for', 'not', 'of', 'the'], 11: ['for', 'of', 'the', 'as', 'are', 'with', 'time', 'been', 'in', 'the', 'this', 'for', 'the']}, {0: ['that', 'show', 'show', 'that', 'we', 'show', 'we', 'show', 'that', 'for', 'that', 'the', 'number', 'with', 'of', 'the'], 1: ['for', 'of', 'the', 'that', 'this', 'on', 'with', 'an', 'by', 'are', 'prove'], 2: ['for', 'on', 'that', 'this', 'with', 'data', 'as', 'of', 'the', 'our', 'by'], 3: ['of', 'the', 'for', 'at', 'with', 'in', 'the', 'are', 'mass', 'model', 'on', 'from'], 4: ['of', 'the', 'in', 'the', 'with', 'for', 'field', 'by', 'spin', 'magnetic', 'are', 'that'], 5: ['that', 'by', 'with', 'of', 'the', 'as', 'for', 'on', 'be', 'this', 'are'], 6: ['for', 'of', 'the', 'in', 'the', 'that', 'case', 'this', 'by', 'equation', 'solutions', 'with'], 7: ['for', 'this', 'of', 'the', 'method', 'on', 'are', 'based', 'paper', 'with', 'an'], 8: ['of', 'the', 'that', 'with', 'in', 'the', 'are', 'mass', 'from', 'for', 'by', 'find'], 9: ['quantum', 'of', 'the', 'for', 'on', 'this', 'that', 'by', 'as', 'on', 'the', 'time'], 10: ['with', 'of', 'the', 'for', 'from', 'at', 'are', 'in', 'the', 'by', 'ray', 'as'], 11: ['of', 'the', 'are', 'with', 'for', 'theory', 'as', 'terms', 'terms', 'of', 'in', 'terms', 'in', 'terms', 'of']}]",12,8,40000,False
