,perplexity,coherence,homogeneity,completeness,silhouette,time,train time,test time,evaluation time,topic words,numClusters,numTopics,numAbstracts,preprocessing?
2,"[800.0311399423781, 790.8173327753827, 790.2340343730792, 810.3884971620198, 804.0570708974998]","[-1.5285006879662948, -1.5672042720254051, -1.5841775920951116, -1.5540352377401618, -1.453994755115418]","[0.2413268693020061, 0.30893191214966836, 0.30893093223505236, 0.20269584576539795, 0.2312317083891698]","[0.4228019938627088, 0.5307091377400004, 0.5290559978206789, 0.36762586423142585, 0.4241933865371281]","[0.04711553, 0.053413544, 0.05241416, 0.04784539, 0.051269118]","[79.5190699800005, 60.65021267100383, 68.08544809699379, 67.4048730949944, 70.10175482500199]","[74.51312163600232, 55.94276980100403, 63.305100662997575, 62.485634194999875, 65.15526752100413]","[2.4570741779971286, 2.2759096609952394, 2.2498819780012127, 2.354218514999957, 2.4510133059957298]","[2.5488702959992224, 2.43152659900079, 2.5304612459949567, 2.565017144996091, 2.495470808004029]","[{0: ['model', 'method', 'propose', 'base', 'system', 'problem', 'result', 'network', 'paper', 'datum'], 1: ['model', 'field', 'result', 'energy', 'study', 'find', 'state', 'theory', 'high', 'mass']}, {0: ['model', 'method', 'result', 'problem', 'propose', 'system', 'base', 'paper', 'network', 'time'], 1: ['model', 'field', 'energy', 'find', 'state', 'result', 'high', 'study', 'mass', 'star']}, {0: ['model', 'field', 'energy', 'find', 'result', 'state', 'high', 'study', 'mass', 'star'], 1: ['model', 'method', 'result', 'propose', 'problem', 'base', 'system', 'paper', 'network', 'time']}, {0: ['model', 'method', 'datum', 'propose', 'base', 'network', 'result', 'system', 'problem', 'algorithm'], 1: ['field', 'model', 'result', 'state', 'energy', 'study', 'quantum', 'theory', 'system', 'function']}, {0: ['model', 'field', 'result', 'energy', 'study', 'find', 'theory', 'state', 'function', 'system'], 1: ['model', 'method', 'propose', 'base', 'system', 'problem', 'network', 'datum', 'result', 'paper']}]",2,8,40000,True
4,"[723.4578833085433, 714.6018633861989, 728.8453324647016, 714.8916990138146, 714.911054277676]","[-1.570660784848465, -1.5840743968748434, -1.6470253804168764, -1.6610281016846145, -1.6888598838059838]","[0.4246828818357879, 0.46334727890115107, 0.3675180115137406, 0.45465853031944653, 0.4200128156253985]","[0.36379584642902735, 0.4016718209417688, 0.332665331857522, 0.39812074326554986, 0.3707142494777685]","[0.041235957, 0.046832714, 0.036862455, 0.047546823, 0.04697183]","[70.79103979399952, 68.56733230900136, 71.20892391400412, 91.65972656999656, 65.9472406920031]","[65.81984726700466, 63.76333669500309, 66.25132257900259, 86.84781030000158, 61.395167836002656]","[2.3127977260010084, 2.2550603019990376, 2.333220098000311, 2.287511218994041, 2.120041547001165]","[2.658390390999557, 2.5489312119971146, 2.6243771169974934, 2.524401991002378, 2.4320283489942085]","[{0: ['star', 'model', 'mass', 'high', 'galaxy', 'find', 'energy', 'field', 'magnetic', 'result'], 1: ['model', 'method', 'propose', 'network', 'base', 'datum', 'algorithm', 'system', 'paper', 'problem'], 2: ['theory', 'space', 'result', 'function', 'group', 'prove', 'problem', 'solution', 'equation', 'paper'], 3: ['model', 'quantum', 'state', 'system', 'time', 'phase', 'study', 'result', 'field', 'energy']}, {0: ['model', 'field', 'state', 'quantum', 'energy', 'theory', 'phase', 'system', 'spin', 'magnetic'], 1: ['model', 'method', 'propose', 'network', 'base', 'datum', 'algorithm', 'system', 'approach', 'result'], 2: ['space', 'function', 'result', 'group', 'solution', 'equation', 'prove', 'problem', 'paper', 'case'], 3: ['star', 'mass', 'galaxy', 'high', 'model', 'find', 'ray', 'datum', 'result']}, {0: ['model', 'method', 'propose', 'network', 'base', 'datum', 'algorithm', 'problem', 'system', 'result'], 1: ['field', 'theory', 'result', 'equation', 'quantum', 'function', 'space', 'state', 'system', 'study'], 2: ['star', 'galaxy', 'mass', 'high', 'find', 'ray', 'model', 'cluster', 'emission', 'line'], 3: ['model', 'energy', 'effect', 'particle', 'state', 'result', 'study', 'interaction', 'measurement', 'electron']}, {0: ['model', 'method', 'propose', 'base', 'network', 'datum', 'algorithm', 'system', 'problem', 'approach'], 1: ['star', 'mass', 'galaxy', 'model', 'high', 'find', 'ray', 'datum', 'emission'], 2: ['state', 'field', 'model', 'quantum', 'energy', 'phase', 'system', 'spin', 'magnetic', 'result'], 3: ['space', 'function', 'result', 'theory', 'group', 'prove', 'equation', 'paper', 'solution', 'problem']}, {0: ['theory', 'space', 'function', 'result', 'equation', 'solution', 'group', 'case', 'prove', 'problem'], 1: ['star', 'galaxy', 'mass', 'model', 'find', 'ray', 'high', 'cluster', 'observation'], 2: ['state', 'model', 'energy', 'field', 'quantum', 'phase', 'spin', 'magnetic', 'system', 'effect'], 3: ['model', 'method', 'propose', 'network', 'base', 'datum', 'algorithm', 'system', 'approach', 'problem']}]",4,8,40000,True
6,"[711.9295025841438, 709.6028391247993, 707.8139497126248, 713.3878609434651, 711.0714883338194]","[-1.7850480001749203, -1.7412045440451076, -1.7342758890306185, -1.7192017078977437, -1.6407585122961719]","[0.4234537148370937, 0.41053020287708053, 0.4665413104438201, 0.4616476775074346, 0.4961250844005185]","[0.296370433742902, 0.2736022237989444, 0.31645227997206704, 0.30794868926654706, 0.33107810950417277]","[0.022232253, 0.021223022, 0.030597156, 0.025011055, 0.025058135]","[75.32501626000158, 64.465547066, 81.51653576199897, 68.26433847700537, 62.7288656180026]","[70.26517009999952, 59.341244061004545, 76.54399278899655, 63.08374815600109, 57.56935090300249]","[2.34226244900492, 2.37406484499661, 2.3089090080029564, 2.444700437001302, 2.483175831999688]","[2.7175784409992048, 2.750234340004681, 2.6636301249964163, 2.73588660400128, 2.67633535299683]","[{0: ['method', 'model', 'propose', 'network', 'algorithm', 'base', 'image', 'datum', 'problem', 'learning'], 1: ['energy', 'hole', 'field', 'model', 'ray', 'gamma', 'black', 'magnetic', 'black', 'hole', 'decay'], 2: ['star', 'galaxy', 'mass', 'model', 'find', 'cluster', 'high', 'line', 'observation'], 3: ['state', 'quantum', 'phase', 'field', 'model', 'spin', 'temperature', 'system', 'effect', 'transition'], 4: ['theory', 'function', 'result', 'equation', 'space', 'solution', 'problem', 'group', 'prove', 'non'], 5: ['system', 'model', 'datum', 'base', 'paper', 'time', 'provide', 'present', 'result', 'study']}, {0: ['model', 'network', 'propose', 'method', 'datum', 'base', 'approach', 'system', 'performance', 'image'], 1: ['theory', 'group', 'space', 'field', 'model', 'result', 'algebra', 'non', 'study', 'operator'], 2: ['model', 'system', 'equation', 'time', 'energy', 'particle', 'result', 'study', 'dynamic', 'simulation'], 3: ['star', 'galaxy', 'mass', 'model', 'high', 'ray', 'find', 'cluster', 'emission'], 4: ['field', 'state', 'magnetic', 'spin', 'quantum', 'phase', 'temperature', 'electron', 'effect', 'transition'], 5: ['problem', 'function', 'algorithm', 'result', 'paper', 'method', 'number', 'graph', 'set', 'time']}, {0: ['time', 'system', 'quantum', 'rate', 'power', 'frequency', 'state', 'distribution', 'channel', 'result'], 1: ['field', 'quantum', 'state', 'theory', 'energy', 'spin', 'model', 'magnetic', 'symmetry', 'charge'], 2: ['star', 'mass', 'galaxy', 'model', 'find', 'high', 'ray', 'datum', 'emission'], 3: ['space', 'function', 'result', 'group', 'solution', 'equation', 'problem', 'prove', 'paper', 'set'], 4: ['phase', 'model', 'temperature', 'transition', 'study', 'effect', 'result', 'structure', 'system', 'state'], 5: ['model', 'method', 'propose', 'network', 'datum', 'base', 'approach', 'algorithm', 'paper', 'problem']}, {0: ['equation', 'system', 'solution', 'model', 'time', 'quantum', 'theory', 'field', 'particle', 'study'], 1: ['model', 'method', 'propose', 'datum', 'network', 'base', 'system', 'approach', 'image', 'performance'], 2: ['star', 'mass', 'model', 'galaxy', 'find', 'high', 'ray', 'temperature', 'low'], 3: ['model', 'algorithm', 'problem', 'time', 'method', 'function', 'result', 'distribution', 'propose', 'number'], 4: ['group', 'space', 'theory', 'result', 'function', 'prove', 'operator', 'algebra', 'paper', 'field'], 5: ['state', 'field', 'quantum', 'energy', 'magnetic', 'spin', 'effect', 'result', 'electron', 'phase']}, {0: ['energy', 'model', 'spin', 'state', 'effect', 'temperature', 'magnetic', 'electron', 'result', 'field'], 1: ['star', 'galaxy', 'find', 'mass', 'high', 'ray', 'model', 'cluster', 'observation'], 2: ['quantum', 'theory', 'model', 'field', 'state', 'system', 'phase', 'non', 'equation', 'time'], 3: ['model', 'datum', 'method', 'propose', 'base', 'image', 'network', 'approach', 'task', 'learning'], 4: ['algorithm', 'problem', 'method', 'network', 'propose', 'system', 'time', 'base', 'model', 'result'], 5: ['function', 'space', 'result', 'group', 'prove', 'paper', 'equation', 'set', 'case', 'operator']}]",6,8,40000,True
8,"[700.9204901416408, 701.6974756564482, 706.7447094169986, 698.9718665524666, 696.9606836226791]","[-1.9568243985426186, -1.7780893356731946, -1.8317907031182143, -1.8724174233375188, -1.777914471269375]","[0.4905560217786523, 0.5033434072598776, 0.4351204754437187, 0.5163928840863093, 0.48693733137288464]","[0.29356720906074024, 0.2926856771852369, 0.25985453665947994, 0.3105436716887746, 0.2837650916386336]","[0.021544395, 0.018547943, 0.01437472, 0.022085529, 0.018406538]","[64.75891211700218, 62.50693253499776, 77.74735925500136, 65.79616399500082, 56.03127177800343]","[59.74659604200133, 57.2043368070008, 72.48393990600016, 60.88703576900298, 50.849467503001506]","[2.3459914090053644, 2.574674393996247, 2.509894130002067, 2.3115339719952317, 2.419608475000132]","[2.6663212859930354, 2.7279181539997808, 2.7535216190008214, 2.5975908340042224, 2.7621930300010717]","[{0: ['model', 'energy', 'mass', 'decay', 'quark', 'matter', 'datum', 'result', 'neutrino', 'particle'], 1: ['quantum', 'state', 'system', 'measurement', 'channel', 'time', 'information', 'scheme', 'base', 'photon'], 2: ['star', 'galaxy', 'mass', 'ray', 'find', 'cluster', 'high', 'model', 'emission', 'observation'], 3: ['field', 'theory', 'model', 'state', 'equation', 'spin', 'symmetry', 'magnetic', 'phase', 'non'], 4: ['function', 'space', 'result', 'group', 'prove', 'problem', 'paper', 'set', 'number', 'graph'], 5: ['temperature', 'phase', 'electron', 'effect', 'transition', 'magnetic', 'high', 'structure', 'spin', 'energy'], 6: ['model', 'method', 'propose', 'network', 'datum', 'base', 'algorithm', 'approach', 'problem', 'paper'], 7: ['time', 'model', 'equation', 'flow', 'system', 'hole', 'black', 'particle', 'process', 'black', 'hole']}, {0: ['system', 'time', 'model', 'quantum', 'equation', 'state', 'dynamic', 'study', 'result', 'particle'], 1: ['star', 'galaxy', 'mass', 'model', 'cluster', 'find', 'ray', 'emission', 'observation', 'high'], 2: ['function', 'result', 'group', 'space', 'prove', 'paper', 'set', 'graph', 'number', 'algebra'], 3: ['magnetic', 'state', 'spin', 'field', 'energy', 'model', 'phase', 'temperature', 'interaction', 'effect'], 4: ['algorithm', 'problem', 'method', 'propose', 'base', 'paper', 'system', 'time', 'result', 'model'], 5: ['theory', 'field', 'model', 'quantum', 'symmetry', 'gauge', 'space', 'non', 'scalar', 'term'], 6: ['model', 'network', 'datum', 'method', 'propose', 'base', 'image', 'learning', 'approach', 'task'], 7: ['high', 'energy', 'measurement', 'datum', 'frequency', 'optical', 'signal', 'source', 'measure']}, {0: ['energy', 'model', 'particle', 'matter', 'datum', 'result', 'wave', 'effect', 'dark', 'neutrino'], 1: ['model', 'datum', 'base', 'network', 'system', 'propose', 'task', 'information', 'learning', 'paper'], 2: ['method', 'algorithm', 'problem', 'propose', 'network', 'base', 'model', 'time', 'result', 'approach'], 3: ['space', 'equation', 'theory', 'function', 'result', 'solution', 'group', 'prove', 'field', 'paper'], 4: ['phase', 'model', 'graph', 'transition', 'state', 'system', 'number', 'density', 'study', 'result'], 5: ['model', 'symmetry', 'theory', 'mass', 'quark', 'gauge', 'decay', 'pi', 'state', 'loop'], 6: ['field', 'magnetic', 'quantum', 'spin', 'state', 'system', 'effect', 'electron', 'temperature', 'high'], 7: ['star', 'galaxy', 'mass', 'ray', 'find', 'model', 'cluster', 'high', 'emission']}, {0: ['model', 'system', 'study', 'parameter', 'process', 'result', 'dynamic', 'time', 'method', 'datum'], 1: ['theory', 'quantum', 'field', 'equation', 'model', 'non', 'solution', 'time', 'system', 'space'], 2: ['density', 'flow', 'simulation', 'rate', 'surface', 'time', 'temperature', 'particle', 'size', 'velocity'], 3: ['star', 'galaxy', 'ray', 'mass', 'high', 'emission', 'cluster', 'find', 'source', 'observation'], 4: ['method', 'propose', 'network', 'base', 'model', 'algorithm', 'datum', 'problem', 'system', 'performance'], 5: ['state', 'field', 'magnetic', 'phase', 'spin', 'quantum', 'system', 'temperature', 'transition', 'electron'], 6: ['function', 'result', 'prove', 'space', 'group', 'problem', 'paper', 'set', 'graph', 'number'], 7: ['energy', 'model', 'mass', 'hole', 'black', 'decay', 'black', 'hole', 'quark', 'neutrino', 'result']}, {0: ['star', 'galaxy', 'mass', 'ray', 'find', 'model', 'cluster', 'high', 'emission'], 1: ['quantum', 'theory', 'field', 'model', 'system', 'state', 'energy', 'symmetry', 'non', 'phase'], 2: ['model', 'energy', 'mass', 'decay', 'black', 'hole', 'quark', 'black', 'hole', 'result', 'neutrino'], 3: ['equation', 'time', 'solution', 'model', 'system', 'flow', 'result', 'particle', 'study', 'dynamic'], 4: ['space', 'function', 'group', 'result', 'prove', 'graph', 'set', 'paper', 'number', 'problem'], 5: ['method', 'model', 'algorithm', 'system', 'base', 'datum', 'problem', 'propose', 'paper', 'time'], 6: ['model', 'network', 'propose', 'image', 'method', 'base', 'task', 'datum', 'learning', 'dataset'], 7: ['state', 'magnetic', 'field', 'spin', 'temperature', 'phase', 'effect', 'electron', 'transition', 'high']}]",8,8,40000,True
10,"[699.5658008693679, 694.9650849645845, 698.1176865407731, 709.5556029807441, 712.0109840248579]","[-1.892812104894288, -1.8279518917569024, -1.8533868796869588, -1.7509254340489915, -1.8371867972264055]","[0.5062910083980816, 0.49174650548826443, 0.48630912012563327, 0.4742928825608075, 0.4604542596283936]","[0.27380937164027114, 0.25792369484712013, 0.2572552735813899, 0.2527508624581637, 0.24825586919652246]","[0.015982684, 0.007926593, 0.011464052, 0.011753592, -0.0012071767]","[60.36305829400226, 54.99758190099965, 57.631961835002585, 53.62860414600436, 59.30413620600302]","[55.02910118499858, 49.66675135699916, 52.46492961199692, 48.26021857900196, 54.00310760600405]","[2.572745114004647, 2.532568939997873, 2.4811451909990865, 2.5035119899985148, 2.579142493996187]","[2.761208944997634, 2.7982586639991496, 2.685883742000442, 2.8648699570039753, 2.7218824560040957]","[{0: ['system', 'paper', 'provide', 'study', 'process', 'present', 'design', 'base', 'control', 'analysis'], 1: ['energy', 'model', 'quark', 'decay', 'mass', 'neutrino', 'result', 'datum', 'collision', 'production'], 2: ['model', 'graph', 'datum', 'language', 'task', 'text', 'set', 'domain', 'label', 'base'], 3: ['theory', 'equation', 'model', 'field', 'system', 'solution', 'non', 'time', 'energy', 'state'], 4: ['star', 'galaxy', 'mass', 'ray', 'model', 'find', 'high', 'emission', 'cluster'], 5: ['space', 'group', 'result', 'function', 'prove', 'algebra', 'paper', 'number', 'set', 'operator'], 6: ['quantum', 'state', 'channel', 'scheme', 'system', 'power', 'information', 'measurement', 'time', 'qubit'], 7: ['network', 'propose', 'model', 'method', 'image', 'base', 'datum', 'learning', 'performance', 'neural'], 8: ['method', 'model', 'problem', 'algorithm', 'time', 'result', 'propose', 'function', 'parameter', 'base'], 9: ['magnetic', 'field', 'temperature', 'phase', 'state', 'spin', 'effect', 'electron', 'transition', 'structure']}, {0: ['method', 'model', 'image', 'propose', 'base', 'task', 'datum', 'dataset', 'feature', 'approach'], 1: ['model', 'time', 'dynamic', 'simulation', 'study', 'system', 'particle', 'distribution', 'flow', 'result'], 2: ['equation', 'theory', 'solution', 'field', 'model', 'non', 'system', 'time', 'energy', 'space'], 3: ['temperature', 'phase', 'transition', 'electron', 'energy', 'effect', 'density', 'result', 'study', 'structure'], 4: ['system', 'network', 'model', 'propose', 'base', 'datum', 'algorithm', 'paper', 'performance', 'design'], 5: ['function', 'problem', 'result', 'graph', 'number', 'prove', 'set', 'paper', 'algorithm', 'matrix'], 6: ['star', 'galaxy', 'mass', 'ray', 'cluster', 'find', 'high', 'emission', 'source', 'observation'], 7: ['energy', 'model', 'datum', 'mass', 'decay', 'quark', 'gamma', 'result', 'neutrino', 'matter'], 8: ['quantum', 'state', 'field', 'magnetic', 'spin', 'magnetic', 'field', 'system', 'photon', 'measurement', 'interaction'], 9: ['group', 'space', 'algebra', 'mathbb', 'mathcal', 'finite', 'result', 'prove', 'representation', 'manifold']}, {0: ['system', 'model', 'quantum', 'time', 'paper', 'method', 'control', 'theory', 'present', 'process'], 1: ['energy', 'ray', 'high', 'source', 'temperature', 'emission', 'measurement', 'datum', 'low'], 2: ['star', 'galaxy', 'mass', 'cluster', 'find', 'model', 'line', 'stellar', 'high', 'disk'], 3: ['model', 'quark', 'decay', 'mass', 'energy', 'pi', 'result', 'state', 'datum', 'interaction'], 4: ['model', 'network', 'datum', 'propose', 'method', 'base', 'image', 'performance', 'learning', 'approach'], 5: ['space', 'group', 'function', 'result', 'prove', 'algebra', 'equation', 'operator', 'solution', 'paper'], 6: ['problem', 'algorithm', 'graph', 'method', 'number', 'optimal', 'result', 'propose', 'time', 'set'], 7: ['model', 'time', 'density', 'particle', 'flow', 'system', 'study', 'equation', 'simulation', 'result'], 8: ['state', 'quantum', 'phase', 'spin', 'system', 'mode', 'field', 'electron', 'frequency', 'transition'], 9: ['field', 'theory', 'magnetic', 'model', 'hole', 'matter', 'symmetry', 'black', 'magnetic', 'field', 'energy']}, {0: ['quantum', 'state', 'phase', 'system', 'field', 'spin', 'transition', 'model', 'lattice', 'theory'], 1: ['theory', 'space', 'group', 'algebra', 'result', 'field', 'operator', 'prove', 'non', 'gauge'], 2: ['high', 'time', 'base', 'measurement', 'method', 'datum', 'signal', 'noise', 'analysis', 'test'], 3: ['method', 'problem', 'model', 'function', 'equation', 'solution', 'algorithm', 'result', 'propose', 'distribution'], 4: ['hole', 'black', 'black', 'hole', 'matter', 'gravitational', 'model', 'dark', 'gravity', 'energy', 'field'], 5: ['energy', 'magnetic', 'model', 'electron', 'state', 'field', 'effect', 'temperature', 'spin', 'result'], 6: ['model', 'time', 'dynamic', 'system', 'flow', 'equation', 'study', 'result', 'particle', 'simulation'], 7: ['graph', 'number', 'problem', 'result', 'algorithm', 'bound', 'set', 'prove', 'time', 'function'], 8: ['model', 'network', 'propose', 'datum', 'base', 'method', 'learning', 'performance', 'system', 'approach'], 9: ['star', 'galaxy', 'mass', 'ray', 'cluster', 'find', 'emission', 'model', 'high', 'line']}, {0: ['model', 'image', 'datum', 'base', 'task', 'propose', 'method', 'dataset', 'approach', 'feature'], 1: ['star', 'galaxy', 'mass', 'cluster', 'model', 'find', 'stellar', 'disk', 'formation', 'gas'], 2: ['ray', 'emission', 'source', 'line', 'high', 'optical', 'observation', 'frequency', 'radio'], 3: ['graph', 'problem', 'number', 'set', 'matrix', 'algorithm', 'result', 'random', 'function', 'time'], 4: ['space', 'equation', 'group', 'solution', 'function', 'result', 'theory', 'prove', 'operator', 'case'], 5: ['phase', 'state', 'temperature', 'spin', 'model', 'system', 'transition', 'study', 'magnetic', 'effect'], 6: ['field', 'model', 'theory', 'magnetic', 'mass', 'gauge', 'decay', 'scalar', 'pi', 'scale'], 7: ['quantum', 'energy', 'state', 'particle', 'system', 'measurement', 'model', 'photon', 'matter', 'collision'], 8: ['system', 'method', 'algorithm', 'propose', 'base', 'time', 'problem', 'model', 'paper', 'result'], 9: ['network', 'method', 'model', 'propose', 'neural', 'learning', 'datum', 'base', 'neural', 'network', 'learn']}]",10,8,40000,True
12,"[707.6299221794552, 710.5491769117358, 700.4045042205919, 713.2602879229986, 710.4774668538147]","[-1.9413749543753969, -1.9011423167039865, -2.0325181652104134, -2.036758094392136, -1.986456678201274]","[0.48240274478400985, 0.4969350452581936, 0.5220578952353481, 0.4918894834558087, 0.5088540433949104]","[0.23645518175409425, 0.2558468897850867, 0.257533877834947, 0.25901346343485226, 0.25574015786441023]","[0.0048217024, 0.012482985, 0.015187341, 0.008912762, 0.008053476]","[56.01098218999687, 56.4417933720033, 56.50112695899588, 66.76401882100618, 52.920497323000745]","[50.6625631709976, 51.215036970002984, 51.02834968800016, 61.521169842002564, 47.36458883999876]","[2.5009592970018275, 2.432255965002696, 2.620130623996374, 2.4493338680040324, 2.6139834040004644]","[2.8474562619958306, 2.794497347000288, 2.8526428070035763, 2.7935115909931483, 2.9419222790020285]","[{0: ['field', 'magnetic', 'spin', 'phase', 'state', 'temperature', 'transition', 'electron', 'energy', 'effect'], 1: ['quantum', 'state', 'system', 'classical', 'qubit', 'al', 'entanglement', 'et', 'et', 'al', 'time'], 2: ['network', 'model', 'neural', 'deep', 'neural', 'network', 'learning', 'propose', 'feature', 'training', 'layer'], 3: ['algorithm', 'propose', 'problem', 'method', 'model', 'base', 'performance', 'approach', 'learning', 'task'], 4: ['model', 'time', 'dynamic', 'process', 'system', 'distribution', 'scale', 'simulation', 'study', 'particle'], 5: ['space', 'group', 'theory', 'algebra', 'structure', 'result', 'manifold', 'study', 'property', 'paper'], 6: ['star', 'galaxy', 'mass', 'ray', 'emission', 'find', 'high', 'source', 'observation'], 7: ['equation', 'solution', 'field', 'theory', 'energy', 'wave', 'black', 'hole', 'time', 'boundary'], 8: ['system', 'image', 'base', 'paper', 'datum', 'design', 'information', 'present', 'application', 'high'], 9: ['model', 'datum', 'method', 'parameter', 'estimate', 'analysis', 'error', 'base', 'result', 'test'], 10: ['model', 'energy', 'mass', 'quark', 'decay', 'neutrino', 'result', 'production', 'particle', 'collision'], 11: ['graph', 'function', 'number', 'result', 'prove', 'mathbb', 'set', 'mathcal', 'group', 'matrix']}, {0: ['state', 'interaction', 'model', 'lattice', 'phase', 'energy', 'density', 'result', 'calculation', 'study'], 1: ['model', 'method', 'propose', 'network', 'base', 'datum', 'approach', 'paper', 'performance', 'system'], 2: ['phase', 'model', 'system', 'time', 'transition', 'process', 'distribution', 'temperature', 'critical', 'study'], 3: ['space', 'function', 'group', 'result', 'prove', 'paper', 'algebra', 'operator', 'class', 'set'], 4: ['equation', 'wave', 'mode', 'system', 'method', 'model', 'nonlinear', 'time', 'numerical', 'solution'], 5: ['magnetic', 'field', 'magnetic', 'field', 'temperature', 'flow', 'structure', 'effect', 'surface', 'high', 'find'], 6: ['graph', 'algorithm', 'problem', 'number', 'time', 'optimal', 'edge', 'set', 'node', 'result'], 7: ['solution', 'hole', 'black', 'black', 'hole', 'boundary', 'condition', 'time', 'entropy', 'equation', 'initial'], 8: ['energy', 'datum', 'measurement', 'gamma', 'decay', 'production', 'neutrino', 'model', 'cross', 'mass'], 9: ['theory', 'model', 'field', 'matter', 'gauge', 'symmetry', 'dark', 'scalar', 'non', 'quantum'], 10: ['quantum', 'state', 'spin', 'system', 'electron', 'optical', 'photon', 'high', 'energy', 'single'], 11: ['star', 'galaxy', 'ray', 'mass', 'cluster', 'emission', 'source', 'find', 'high', 'observation']}, {0: ['group', 'space', 'function', 'result', 'prove', 'algebra', 'set', 'number', 'paper', 'graph'], 1: ['model', 'image', 'method', 'propose', 'datum', 'task', 'base', 'dataset', 'feature', 'approach'], 2: ['energy', 'model', 'gamma', 'mass', 'decay', 'quark', 'datum', 'matter', 'neutrino', 'dark'], 3: ['star', 'galaxy', 'mass', 'cluster', 'find', 'ray', 'emission', 'high', 'observation', 'line'], 4: ['theory', 'field', 'model', 'gauge', 'energy', 'non', 'symmetry', 'particle', 'scalar', 'black'], 5: ['quantum', 'state', 'system', 'information', 'qubit', 'measurement', 'entanglement', 'pi', 'classical', 'entropy'], 6: ['method', 'algorithm', 'problem', 'result', 'base', 'propose', 'error', 'time', 'model', 'paper'], 7: ['high', 'frequency', 'optical', 'material', 'field', 'mode', 'surface', 'device', 'measurement', 'beam'], 8: ['equation', 'system', 'solution', 'time', 'flow', 'problem', 'method', 'model', 'condition', 'numerical'], 9: ['model', 'effect', 'dynamic', 'interaction', 'study', 'process', 'result', 'time', 'atom', 'simulation'], 10: ['magnetic', 'spin', 'field', 'phase', 'temperature', 'state', 'transition', 'magnetic', 'field', 'order', 'electron'], 11: ['network', 'propose', 'model', 'system', 'datum', 'base', 'algorithm', 'learning', 'problem', 'performance']}, {0: ['model', 'hole', 'black', 'black', 'hole', 'higgs', 'mass', 'standard', 'boson', 'parameter', 'scalar'], 1: ['model', 'time', 'dynamic', 'system', 'simulation', 'flow', 'study', 'result', 'particle', 'rate'], 2: ['prove', 'result', 'group', 'space', 'function', 'graph', 'number', 'set', 'problem', 'paper'], 3: ['cross', 'gamma', 'section', 'd', 'detector', 'cross', 'section', 'event', 'resolution', 'image', 'high'], 4: ['model', 'propose', 'network', 'method', 'base', 'algorithm', 'datum', 'performance', 'problem', 'approach'], 5: ['matter', 'dark', 'density', 'scale', 'energy', 'model', 'mass', 'dark', 'matter', 'universe', 'cosmological'], 6: ['high', 'alpha', 'al', 'et', 'et', 'al', 'frequency', 'temperature', 'result', 'spectra', 'spectral'], 7: ['datum', 'system', 'method', 'model', 'analysis', 'present', 'paper', 'provide', 'information', 'study'], 8: ['star', 'galaxy', 'mass', 'ray', 'emission', 'source', 'find', 'line', 'observation'], 9: ['equation', 'theory', 'solution', 'field', 'function', 'non', 'system', 'space', 'result', 'model'], 10: ['state', 'quantum', 'field', 'magnetic', 'spin', 'phase', 'temperature', 'transition', 'system', 'electron'], 11: ['energy', 'decay', 'quark', 'result', 'collision', 'pi', 'state', 'model', 'datum', 'mass']}, {0: ['state', 'phase', 'spin', 'temperature', 'quantum', 'transition', 'energy', 'interaction', 'system', 'electron'], 1: ['network', 'quantum', 'system', 'information', 'paper', 'channel', 'time', 'base', 'result', 'rate'], 2: ['graph', 'algorithm', 'problem', 'set', 'number', 'result', 'give', 'vertex', 'edge', 'time'], 3: ['star', 'galaxy', 'ray', 'mass', 'find', 'cluster', 'emission', 'high', 'observation', 'line'], 4: ['image', 'method', 'network', 'propose', 'neural', 'feature', 'object', 'base', 'neural', 'network', 'detection'], 5: ['model', 'system', 'time', 'dynamic', 'simulation', 'equation', 'distribution', 'numerical', 'result', 'study'], 6: ['theory', 'field', 'model', 'gauge', 'black', 'hole', 'black', 'hole', 'symmetry', 'scalar', 'quantum'], 7: ['frequency', 'wave', 'mode', 'optical', 'high', 'beam', 'light', 'pulse', 'laser', 'photon'], 8: ['model', 'datum', 'propose', 'method', 'base', 'approach', 'algorithm', 'learning', 'problem', 'performance'], 9: ['model', 'mass', 'energy', 'decay', 'datum', 'matter', 'rm', 'gamma', 'dark', 'neutrino'], 10: ['field', 'magnetic', 'magnetic', 'field', 'effect', 'flow', 'current', 'electric', 'structure', 'scale', 'material'], 11: ['function', 'space', 'result', 'group', 'prove', 'equation', 'solution', 'operator', 'paper', 'case']}]",12,8,40000,True
