,f1,accuracy,recall,precision,confusion matrix
0,0.8995,0.8995,0.8995,0.8995,"[[  13    7    8   14    0]
 [   2  376   16   15    2]
 [   5   30 1099   14    0]
 [   4   30   24  304    5]
 [   0    1    5   19    7]]"
1,0.8835000000000001,0.8835,0.8835,0.8835,"[[  19    2    4   17    0]
 [   8  355   33   16    0]
 [   2   30 1094   19    2]
 [   4   44   16  297    6]
 [   0    2    4   24    2]]"
2,0.902,0.902,0.902,0.902,"[[  13    8    8   12    1]
 [   4  360   30   16    1]
 [   1   28 1103   15    0]
 [   3   19   17  325    4]
 [   0    2    2   25    3]]"
3,0.8875,0.8875,0.8875,0.8875,"[[  10    6    9   17    1]
 [   1  359   36   15    0]
 [   1   30 1098   18    0]
 [   3   32   26  303    3]
 [   0    0    1   26    5]]"
4,0.903,0.903,0.903,0.903,"[[  15    9    4   13    1]
 [   6  368   26   11    0]
 [   1   28 1107   10    1]
 [   2   31   16  309    9]
 [   0    1    5   20    7]]"
