,silhouette,calinski,davies,homogeneity,completeness,vMeasure,rand,time,num topics
0,0.065731674,1663.376964906902,3.8364692397913918,0.07295222083494979,0.23967089456465948,0.11185688560259839,0.06079619406393138,7.327852093003457,2
1,0.061220054,1561.3186111884625,3.5566835802959553,0.12292836690244548,0.26299319919617997,0.16754349755812256,0.0805921041963339,7.210166737000691,3
2,0.06666952,1380.5954106997128,3.1916146729374737,0.19446628071031155,0.3409141722358458,0.24766055895883385,0.1393470708482517,7.212231363984756,4
3,0.04401375,1076.6722777217865,3.7204168752808457,0.16434099835883437,0.2367467318236551,0.19400839935137612,0.11488266195946585,7.020931964012561,5
4,0.046194796,1080.4950502691456,3.3820715298730764,0.23422431698089474,0.29755500723609324,0.26211857122027127,0.17340069284610604,7.023580683016917,6
5,0.04607971,975.6960534458059,3.6167316655679485,0.2419198654023709,0.2818498261120091,0.2603628010607287,0.18759854335968723,7.017031594994478,7
6,0.038273215,866.7807830117794,3.4511953913315967,0.2265594285058247,0.24728467264661608,0.23646880472631876,0.15536254929804275,6.978977590013528,8
7,0.042427287,802.5296877821685,3.3969403068485122,0.2633157468194151,0.2770491993093108,0.2700079542334845,0.18053763917748356,7.025053336983547,9
8,0.04093576,765.8329720848773,3.4570846813636145,0.24961896234196157,0.24780283862317745,0.24870758508168087,0.149077954719221,7.03952424399904,10
9,0.03908723,723.4103249690196,3.5567566966700754,0.28043974641064134,0.26415144043883537,0.27205200803643453,0.1662646739547907,7.040735276998021,11
10,0.04188448,681.2029192674414,3.398957328172758,0.272072599377255,0.25013567791869346,0.26064337563060985,0.16167598880847406,7.079377310001291,12
11,0.037399497,629.3972963213552,3.445005036301169,0.2634595980772039,0.23454536020017028,0.24816309678102785,0.15062336120985262,7.08168834701064,13
12,0.033918742,591.8073712569071,3.620318309635741,0.2783170688845068,0.23988918923570857,0.2576783084301338,0.14766146861681964,7.183121412002947,14
13,0.03218921,569.241458520382,3.694936775899001,0.28910225213054563,0.2421420801433272,0.2635466072847318,0.13949466995257187,7.177097361010965,15
14,0.034255065,542.8027127067999,3.5213577382822336,0.29476661321560477,0.24180182454374063,0.2656701359019544,0.16197515359963888,7.23361531199771,16
15,0.03324804,517.0372482032772,3.6213855100508034,0.2950312720665944,0.23906205580232578,0.2641140742485567,0.1528034386907157,7.224253073014552,17
16,0.034961782,506.3766177549985,3.4701748563062265,0.29690401771043023,0.23351752219298116,0.2614233598337878,0.1425494978728241,7.281705025001429,18
17,0.032299303,483.3458676157735,3.495340187690317,0.2814759226129883,0.2167494781044515,0.24490826536535762,0.11648895131528572,7.308819931990001,19
