,silhouette,calinski,davies,homogeneity,completeness,vMeasure,rand,time,num topics
0,0.07866591834619951,280.1000518261934,7.322725195032656,0.1829537514061575,0.8786631209798661,0.3028488306599851,0.0904963135102752,393.11511008799425,2
1,-0.007633091901115805,221.74217057960848,7.302820924758469,0.260865102757636,0.722102044263113,0.383270640426032,0.14758027737182908,413.9657384160091,3
2,-0.007424300306393359,187.71222499160666,8.44575401654351,0.38296772722493316,0.7217149322350067,0.500403486803099,0.2793932851211151,409.15821920800954,4
3,-0.016313697226486488,169.62058529607282,8.15544563881087,0.46309254888846196,0.7124098911999328,0.5613118290836048,0.3740141261553661,578.1346154009807,5
4,-0.02982519986654133,151.57752187301804,8.158475998188933,0.5216948647142838,0.6870596024098088,0.5930657980237062,0.4315945781556452,590.473673423985,6
5,-0.030963279310917528,130.79846671737565,8.24659749764753,0.5197542043252164,0.6396443704275612,0.5735005338842548,0.4385372726323519,603.8164817549987,7
6,-0.03934241627828084,117.15597155207462,9.463172966786686,0.537017364291666,0.5988476841374323,0.5662496709312665,0.44424618681837197,576.791131253005,8
7,-0.03793232464686187,106.82169830694414,9.341692321026052,0.5424993506486817,0.5736042449078536,0.5576183637983368,0.4260151526777655,584.1198510789836,9
8,-0.04766277544051177,99.31796476029064,9.246529943649097,0.552198624823608,0.5560998239270579,0.5541423582850385,0.4334867185919565,759.1145959440037,10
9,-0.04842769604460488,91.28556582081463,9.088826342476953,0.549864052766314,0.53616465852912,0.5429279521297833,0.4184046876862775,767.1416048259998,11
10,-0.0470243027298783,85.15754089467562,9.281983755341228,0.5436427022769394,0.5120012543796004,0.5273477743039269,0.41364645531661876,738.4566046120017,12
11,-0.04854349913949823,80.01671695700576,9.310591405801288,0.5396686386481342,0.49212614253174525,0.5148020715506283,0.40054778800027624,768.5313160259975,13
12,-0.05054475696466089,75.85406639431699,9.478638999356182,0.554268274319005,0.48982511649979454,0.5200579266717417,0.4015655117719991,767.7124565640115,14
13,-0.05188156097120193,72.80728100337761,9.329320219451047,0.5630597996679142,0.48440348786101306,0.5207784064239647,0.39744014978378994,964.3526064420003,15
14,-0.0527060227823297,70.89244766195824,9.475084543569125,0.5742338870081221,0.47850499220401627,0.5220169731581339,0.38430121428199293,934.4146854459832,16
15,-0.0511748166422688,67.36599113436748,9.356574494986205,0.5692210444279067,0.46540514199439087,0.5121045735837101,0.3748253614446215,939.9906477869954,17
16,-0.04938999608538752,65.5100902111335,9.281629490670207,0.570474829889646,0.45738893196719044,0.5077110077040203,0.35080488928281284,957.0429512170085,18
17,-0.05840796692929954,62.601278091612215,9.352982842909501,0.5690557163867715,0.4479318249464402,0.5012808027189276,0.34327930727848716,961.4060358899878,19
