,silhouette,calinski,davies,homogeneity,completeness,vMeasure,rand,time,num topics
0,0.051963732122294375,352.8144153010871,6.309280902630427,0.13868593937618878,0.6750901096864295,0.23010140476187083,0.06997136730309225,539.5734308740066,2
1,0.045463579354137564,263.9851814606084,6.178857377655022,0.183668940299732,0.6011786817075273,0.28137398471722735,0.08578451522441975,705.5470635660022,3
2,0.03269277522488009,208.27147907781787,7.5769997997528975,0.22981769942456173,0.5527329466994717,0.324650717077033,0.11896871176932108,850.7314271799987,4
3,-0.017696332996541452,179.4348634777576,7.884256070902102,0.26320985288200033,0.4847615899078645,0.34117352471794804,0.1534340933926765,885.1375729690044,5
4,-0.032202814295987515,160.36377251233316,7.982631795981228,0.3038408612504872,0.469828579401685,0.3690287161534149,0.17726022091837704,910.609885273996,6
5,-0.03800929480387192,151.50117908965433,7.874957603463089,0.3507035876042132,0.4737997128089471,0.4030626899969446,0.22389986510997706,942.0426850610093,7
6,-0.03665779108593526,135.9310048581921,8.451194121471328,0.365493023517254,0.44037444541712617,0.3994547335384386,0.25433650101985583,888.9913982620055,8
7,-0.03552907352119962,128.13667028647976,8.298214546653512,0.3764573144639764,0.42016074198158676,0.39711021684678216,0.21907367168191727,927.4068653199938,9
8,-0.03279312902404824,123.20980188771047,8.040824547744164,0.3960598385179773,0.4125903438591544,0.4041561320930325,0.24153751483550792,943.6968649299961,10
9,-0.03502644586451793,111.20555873614502,8.418470001865048,0.4088176900574171,0.4110019006657375,0.4099068857116766,0.24919546707051599,960.3835801649984,11
10,-0.03610956561336454,104.0218306509589,8.577420131119963,0.411670035943691,0.39772797797728393,0.4045789294602988,0.2504175789574163,910.1433595130075,12
11,-0.03874058707651712,98.66383138284586,8.50948256339919,0.43373619348847353,0.40020761353393763,0.41629789786220295,0.24986680826826443,927.4141588369966,13
12,-0.03685046289851132,95.1840500036866,8.75032728513179,0.43192078895820346,0.3810068848917299,0.4048694603828239,0.23448224306973087,935.4073377599998,14
13,-0.0390052190429014,92.74616656886282,8.797018410724656,0.4624221651938816,0.39473410259818126,0.42590553265042586,0.2594221456919489,995.670926737992,15
14,-0.0391899874723838,88.23183166255393,9.339974486499543,0.4697260349640957,0.3914556302716328,0.42703394299861946,0.25397548671455406,931.3377425990038,16
15,-0.03987804034144891,82.87072831480808,9.237547214926568,0.4760956367841996,0.3886516168732262,0.4279524178651399,0.2521186198067639,943.7419679759914,17
16,-0.03959246693707828,79.07969775271155,9.474432604426413,0.486682673605936,0.3887502906388178,0.43223876308200904,0.25000727696688935,978.9053189330007,18
17,-0.03978705402918525,75.17102574642034,9.76080238058966,0.49855686038649993,0.39020396315148215,0.4377755131121813,0.25500082429401627,988.1429092780018,19
